job_title,company_name,sector,location,job_type,salary_range,experience_level,education_requirements,required_skills,responsibilities,years_experience,benefits,work_mode,posting_date,job_description_length,required_certifications,team_size,company_size,posting_platform,company_culture,visa_sponsorship,working_hours,language_requirements,travel_requirements,collaboration_tools,reporting_structure,learning_opportunities,stock_options,soft_skills,perks,job_id,via
Data Scientist (Demand Planning Statistician),Nestle,Pet Care Industry,United States,Full-time,,,,"Predictive Analytics, Data Science Consulting, Process Automation, Collaboration","Enhancing operational effectiveness, Forecast accuracy improvement, Bias reduction in demand prediction, Data science consulting, Process automation, Collaboration on analytics solutions",,,,2 days ago,Long,,,,Towards AI Jobs,"Innovative, Community Service-oriented",,,,,,,,,,,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAoRGVtYW5kIFBsYW5uaW5nIFN0YXRpc3RpY2lhbikiLCJjb21wYW55X25hbWUiOiJOZXN0bGUiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJXTHFRUGpPendoMlpFZkdqQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
"Senior Data Scientist, Baseball Analytics","LE001 Sterling Mets, L.P.",Sports and Media Entertainment,United States,Full-time,"$115,000 - $145,000",Ph.D. in statistics or related field,Ph.D. in statistics or related field,"R, Python, SQL","Build statistical models, interpret data, present model outputs, communicate with teams, evaluate new data sources",,Not specified,,5 days ago,Long,,"250 full-time employees, 110 seasonal interns, 1200 game day employees",Large,Workday,Diverse and values personal and professional development,,,,,,,Continuous learning and development,,"Strong communication, teamwork, project management",Not specified,eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBTY2llbnRpc3QsIEJhc2ViYWxsIEFuYWx5dGljcyIsImNvbXBhbnlfbmFtZSI6IkxFMDAxIFN0ZXJsaW5nIE1ldHMsIEwuUC4iLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJTMXhHQzV5dEQ4eEk2WjBMQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
Intermediate Data Scientist,New Light Technologies Inc,,Anywhere,Full-time,,3-5 years,"Bachelor’s degree in Data Science, Statistics, Computer Science, or related field","Machine learning algorithms, Python, R, SQL, cloud-based platforms (AWS, GCP, Azure)","Build and deploy machine learning models, perform data analysis, collaborate with teams, preprocess and manage datasets, present findings",3-5 years,"['401(k)', '401(k) matching', 'Dental insurance', 'Employee assistance program', 'Employee discount', 'Flexible schedule', 'Flexible spending account', 'Health insurance', 'Health savings account', 'Paid time off', 'Parental leave', 'Professional development assistance', 'Referral program', 'Relocation assistance', 'Vision insurance']",Remote,15 days ago,,,,,Glassdoor,,,"8-hour shift, Monday to Friday, Weekends as needed",,,,,,,,,eyJqb2JfdGl0bGUiOiJJbnRlcm1lZGlhdGUgRGF0YSBTY2llbnRpc3QiLCJjb21wYW55X25hbWUiOiJOZXcgTGlnaHQgVGVjaG5vbG9naWVzIEluIiwiYWRkcmVzc19jaXR5IjoiVW5pdGVkIFN0YXRlcyIsImh0aWRvY2lkIjoiNV82LW5DTXJLei1zU2QteUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Sr Data Scientist,Applied Systems,Insurance Technology,Anywhere,Full-time,,5+ years,"Degree in computer science, statistics, data science, or related field","Python, Natural Language Processing, Computer Vision, Tensorflow, Keras, PyTorch","['Develop and implement data science strategies and projects to drive business growth and optimization', 'Participate in the design, development, and deployment of cloud-native data solutions', 'Lead specific initiatives within the team to identify, prioritize, and address critical needs', 'Assist with model research and options analysis', 'Provide comprehensive feedback in design reviews, code reviews, and data analysis', 'Contribute to the end-to-end data science process', 'Ensure the quality and accuracy of data models']",5+ years,"['Health insurance plans, dental, and vision', 'Wellness incentives', '401(k) and/or RRSP retirement savings plans with employer match', 'Competitive paid vacation time and a free day for your birthday', 'Paid holidays', 'Flex Time', 'Paid parental leave (U.S. candidates)', 'Volunteer time off']",Remote,12 days ago,Long,,,,Built In Chicago,"Focused on excellence, talent investment, and diversity & inclusion",,,,,,,Empowering Career Growth and Success,,"Excellent communication, problem-solving, and creativity",,eyJqb2JfdGl0bGUiOiJTciBEYXRhIFNjaWVudGlzdCIsImNvbXBhbnlfbmFtZSI6IkFwcGxpZWQgU3lzdGVtcyIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6IlFMUktpaE5xX3ZCc18ySnJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
Staff Machine Learning Engineer - Search,WARNERMEDIA,Technology,"Seattle, WA (+3 others)",Full-time,"$145,600.00 - $270,400.00 per year","8+ years of industry experience, with 4+ years as tech lead experience","Advanced degree (M.S., or Ph.D.), or equivalent industry experience in software engineering, computer science, machine learning or related fields","Large-scale distributed application architecture, modern machine learning lifecycle, Python/Java programming, cloud platforms (AWS/GCP/Azure), CI/CD tools","Architect, build and scale recommendation system, collaborate with ML/Ops engineers, drive ML projects, participate in strategic planning, mentor engineers, create culture of innovation",8+ years,"Base pay, annual bonuses, health insurance, wellness program, life and disability insurance, retirement savings plan, paid holidays, sick time, vacation",,1 day ago,Long,,,,WBD Careers - Warner Bros. Discovery,Championing Inclusion,,,,,Open-source cloud computing technologies,,,,Excellent written and verbal communications skills,,eyJqb2JfdGl0bGUiOiJTdGFmZiBNYWNoaW5lIExlYXJuaW5nIEVuZ2luZWVyIC0gIFNlYXJjaCIsImNvbXBhbnlfbmFtZSI6IldBUk5FUk1FRElBIiwiYWRkcmVzc19jaXR5IjoiU2VhdHRsZSwgV0EiLCJodGlkb2NpZCI6InBOUHRJYTZ1X3VRTEtxemJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
Lead Machine Learning Engineer,Adobe,Technology,"San Jose, CA",Full-time,"$150,700 - $284,400 annually","8+ years for MS, 4+ years for PhD","MS or PhD in Computer Science, Data Science or related field","Statistical modeling, machine learning, Python, Scala, Java, SQL, scikit-learn, SparkML, TensorFlow, PyTorch","Develop models for business use cases, build applications powered by predictive models, engage in product lifecycle","8+ years for MS, 4+ years for PhD","Competitive compensation, sales commission plans, Annual Incentive Plan, long-term incentives",In office,2 days ago,Long,,,,Adobe Careers,,,,,,,,,,"Problem-solving, analytical, communication, relationship building",,eyJqb2JfdGl0bGUiOiJMZWFkIE1hY2hpbmUgTGVhcm5pbmcgRW5naW5lZXIiLCJjb21wYW55X25hbWUiOiJBZG9iZSIsImFkZHJlc3NfY2l0eSI6IlNhbiBKb3NlLCBDQSIsImh0aWRvY2lkIjoiZUR6SU56T2JjMHptRTloNEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Machine Learning Engineer,Apple,Technology,"Austin, TX",Full-time,,5+ years,Ph.D. or Masters in a quantitative field preferred,"Machine learning, software development, Python, Java, C++, big data technologies","Lead the way on Online Retail Decision Automation team, develop algorithms for Apple Online Store, mentor team members, build scalable ML solutions",5+ years,Apple is an equal opportunity employer committed to inclusion and diversity,,"Oct 17, 2024",Long,,,,Careers At Apple,Inclusion and diversity,,,,,,,Continuous learning and development,,"Communication, problem solving, critical thinking",,eyJqb2JfdGl0bGUiOiJNYWNoaW5lIExlYXJuaW5nIEVuZ2luZWVyIiwiY29tcGFueV9uYW1lIjoiQXBwbGUiLCJhZGRyZXNzX2NpdHkiOiJBdXN0aW4sIFRYIiwiaHRpZG9jaWQiOiJNTWJtZERtNzl4RDluS0Y5QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
Lead Machine Learning Engineer - Supply Chain,Nike,Artificial Intelligence and Machine Learning,"Beaverton, OR",Full-time,"$119,400.00 - $267,500.00",5+ years,Bachelor's degree in Computer Science or relevant field,"Python, algorithms, AWS, database technology, data processing technology, agile development, data modeling, cloud architecture","Develop robust advanced analytics and machine learning solutions, provide technical vision and guidance, work with global AI/ML team, design and implement scalable applications, contribute to core analytics and ML platforms",5+ years,"Salary range based on location, qualifications, skills, and experience",Remote work available except in certain states,,Long,,,,Nike Careers,"Collaborative, intellectually curious, fun, open, diverse",,,,,,,Continuous learning and skill development encouraged,,"Effective communication, leadership, mentorship","Generous total rewards package, casual work environment, diverse and inclusive culture, professional development opportunities",eyJqb2JfdGl0bGUiOiJMZWFkIE1hY2hpbmUgTGVhcm5pbmcgRW5naW5lZXIgLSBTdXBwbHkgQ2hhaW4iLCJjb21wYW55X25hbWUiOiJOaWtlIiwiYWRkcmVzc19jaXR5IjoiQmVhdmVydG9uLCBPUiIsImh0aWRvY2lkIjoiSldoNDI4WUdDaEdMZUNEM0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Machine Learning Engineer III,Chewy,E-commerce,"Boston, MA",Full-time,,5+ years or advanced degree,"M.S., PhD, or equivalent in related field","Machine learning, data science, optimization, AWS services","Influence technical strategy, deploy machine learning solutions, collaborate with leaders, publish research papers, mentor junior scientists",5+ years,"Offered range of options for shoppers, improve reach and discovery of products",,1 day ago,Long,,,,"Careers At Chewy, Inc. - Chewy.com",Committed to diversity and inclusion,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJNYWNoaW5lIExlYXJuaW5nIEVuZ2luZWVyIElJSSIsImNvbXBhbnlfbmFtZSI6IkNoZXd5IiwiYWRkcmVzc19jaXR5IjoiQm9zdG9uLCBNQSIsImh0aWRvY2lkIjoiLWJhVjV5U3UzbWRoN2RCS0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
"Software Engineer, Machine Learning",Persona,Technology,"San Francisco, CA (+2 others)",Full-time,"$130,000 - $220,000 a year",2+ years of experience,,"Machine learning algorithms, deep learning, computer vision, TensorFlow, PyTorch","['Design, build, and deploy machine learning models for identity verification and fraud prevention', 'Fine-tune large language models (LLMs) to enhance natural language processing capabilities', 'Train and optimize vision models such as CLIP, YOLO and others for image recognition and processing tasks', 'Conduct research in generative AI and deepfake technologies to stay ahead of emerging threats', 'Collaborate with cross-functional teams to integrate ML solutions into the platform', 'Work directly with customers to tailor ML-driven features to their needs', 'Handle all different types of scale', 'Product-thinker: Build ML solutions that maximize product value while minimizing complexity', 'Take initiative to tackle new problems and drive them to impactful solutions', 'Collaborative spirit']",,"['Competitive equity packages', '401K matching', 'Parental leave', 'Quarterly company-wide mental health days', 'Unlimited PTO', 'Family planning and wellness stipends']",Remote with quarterly visits to San Francisco HQ,4 days ago,Long,,,,Lever,People First,,,,,,,,,"Independent thinking, collaborative spirit",,eyJqb2JfdGl0bGUiOiJTb2Z0d2FyZSBFbmdpbmVlciwgTWFjaGluZyBMZWFybmluZyIsImNvbXBhbnlfbmFtZSI6IlBlcnNvbmEiLCJhZGRyZXNzX2NpdHkiOiJTYW4gRnJhbmNpc2NvLCBDQSIsImh0aWRvY2lkIjoidnFmZGlrVU9CS3JDS0s2cUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Lead Machine Learning Engineer,Capital One,Technology,"Larchmont, NY",Full-time and Part-time,"$201,400 - $229,900",Senior,Bachelor's degree,"Python, Scala, Java, ML systems","Design, build, and deliver ML models, collaborate with teams, maintain and monitor models, deploy ML solutions",6+ years,"Health insurance, performance-based incentives, comprehensive benefits package",Hybrid On-Site,7 hours ago,Long,,,,Job Connection Hub,Inclusive,Not available,,,,,,Continuous learning and application of latest innovations in ML engineering,,,,eyJqb2JfdGl0bGUiOiJMZWFkIE1hY2hpbmUgTGVhcm5pbmcgRW5naW5lZXIiLCJjb21wYW55X25hbWUiOiJDYXBpdGFsIE9uZSIsImFkZHJlc3NfY2l0eSI6IkxhcmNobW9udCwgTlkiLCJodGlkb2NpZCI6IlRfT3RXMXNPTHdicjJUTDZBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
Senior Machine Learning Engineer,Apple,Technology,"Cupertino, CA",Full-time,"$207,800 - $312,200",Senior,Ph.D. or Masters in a quantitative field preferred,"Machine Learning, Python, Java, C++, Spark, SQL, TensorFlow, Keras, PyTorch","Lead the way on Online Retail Decision Automation team, develop algorithms, mentor team members, build scalable ML solutions","10+ years related experience, 5+ years in machine learning","Comprehensive medical and dental coverage, retirement benefits, stock options, educational reimbursement, bonuses, relocation",,"Oct 17, 2024",Long,,,,Careers At Apple,Inclusive and innovative,,,,,,,Continuous learning and development,Available,"Communication, problem solving, critical thinking",Discounted products and free services,eyJqb2JfdGl0bGUiOiJTZW5pb3IgTWFjaGluZSBMZWFybmluZyBFbmdpbmVlciIsImNvbXBhbnlfbmFtZSI6IkFwcGxlIiwiYWRkcmVzc19jaXR5IjoiQ3VwZXJ0aW5vLCBDQSIsImh0aWRvY2lkIjoieC1pMXdfamlObTFmQXVVaEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
Senior Data Scientist / Machine Learning Engineer - GenAI & LLM,Databricks,Data and AI,Anywhere,Full-time,"$124,800 - $220,800 USD",5+ years,Graduate degree in a quantitative discipline or equivalent practical experience,"Generative AI applications, machine learning tools, MLOps, AWS/Azure/GCP","['Develop LLM solutions on customer data', 'Build, scale, and optimize customer data science workloads', 'Advise data teams on various data science practices', 'Present at conferences', 'Provide technical mentorship', 'Collaborate cross-functionally with product and engineering teams']",5+ years,"Health insurance, equity, annual performance bonus",Remote,2 days ago,Long,,,"Over 10,000 organizations worldwide",LinkedIn,Committed to fostering a diverse and inclusive culture,,,,,"HuggingFace, Langchain, OpenAI, Databricks, Apache Spark",,Life-long learning encouraged,Equity,Passion for collaboration and driving business value through ML,Comprehensive benefits and perks,eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBTY2llbnRpc3QgLyBNYWNoaW5lIExlYXJuaW5nIEVuZ2luZWVyIC0gR2VuQUkgXHUwMDI2IExMTS,
"Machine Learning Engineer, Prime Video Ads CX",Amazon,Technology,"Arlington, TX",Full-time,,,,,"['The team utilizes machine learning solutions to customize ads while balancing customer satisfaction and monetization goals', 'They analyze vast amounts of customer data to understand behavior and develop effective solutions', 'The role involves close collaboration with scientists and leadership in key initiatives within the advertising space']",,,,2 days ago,Long,,,,Towards AI Jobs,,,,,,,,,,,,eyJqb2JfdGl0bGUiOiJNYWNoaW5lIExlYXJuaW5nIEVuZ2luZWVyLCBQcmltZSBWaWRlbyBBZHMgQ1giLCJjb21wYW55X25hbWUiOiJBbWF6b24iLCJhZGRyZXNzX2NpdHkiOiJBcmxpbmd0b24sIFRYIiwiaHRpZG9jaWQiOiJ3bHFPOHBxUXY4OWlBZjQzQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
"Software Engineer II, Machine Learning",Uber,,"San Francisco, CA",Full-time,"USD$158,000 - USD$175,500 per year",,,,,,"Eligible for bonus program, equity award, and various benefits",Office-based with flexibility,1 day ago,,,,,Uber,Equal Opportunity/Affirmative Action employer,,Varies based on role,,,,,,,,,eyJqb2JfdGl0bGUiOiJTb2Z0d2FyZSBFbmdpbmVlciBJSSwgTWFjaGluZyBMZWFybmluZyIsImNvbXBhbnlfbmFtZSI6IlViZXIiLCJhZGRyZXNzX2NpdHkiOiJTYW4gRnJhbmNpc2NvLCBDQSIsImh0aWRvY2lkIjoiVUJzeENRQmZhT2pIbGdZSUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9,
"Senior Machine Learning Engineer, Applied ML",Robinhood,Finance,"Menlo Park, CA",Full-time,,Senior,,"Python, SQL, XGboost, PyTorch/TensorFlow","['Implementation and evaluation of machine learning algorithms', 'Model development and implementation', 'A/B testing and experimentation', 'Data analysis and insight generation', 'Cross-functional collaboration', 'Tooling and documentation']","5+ years of applied ML experience with 2+ years focused on recommendations, ranking or personalization projects","['Market competitive and pay equity-focused compensation structure', '100% paid health insurance for employees with 90% coverage for dependents', 'Annual lifestyle wallet for personal wellness, learning and development, and more!', 'Lifetime maximum benefit for family forming and fertility benefits', 'Dedicated mental health support for employees and eligible dependents', 'Generous time away including company holidays, paid time off, sick time, parental leave, and more!', 'Lively office environment with catered meals, fully stocked kitchens, and geo-specific commuter benefits']",,25 days ago,Long,,,,Greenhouse,,,,,,"Spark, Kafka, Kubernetes",,,,,,eyJqb2JfdGl0bGUiOiJTZW5pb3IgTWFjaGluZyBMZWFybmluZyBFbmdpbmVlciwgQXBwbGllZCBNTCIsImNvbXBhbnlfbmFtZSI6IlJvYmluaG9vZCIsImFkZHJlc3NfY2l0eSI6Ik1lbmxvIFBhcmssIENBIiwiaHRpZG9jaWQiOiJLeXVmNF9ia2JMcmNDQjNmQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
Senior Software Engineer - Machine Learning,FIS Global,Technology,"Seattle, WA",Full-time,"$115,590.00 - $194,180.00",Experienced,Bachelor's in CS or equivalent education with 2+ years of relevant professional experience or advanced degree,"Machine Learning, Data Engineering, AWS, Snowflake, Databricks","Develop ML algorithms, build prototypes, run experiments, deploy models, manage data pipelines, collaborate with cross-functional teams",2+ years,"Opportunities to innovate in fintech, Tools for personal and professional growth, Inclusive and diverse work environment, Competitive salary and benefits",Hybrid work environment in Seattle/Bellevue office,1 day ago,Long,,,,FIS Global,,,,,1 - 5%,"SaaS platform, model registry, feature store, data lake, event streams",,Continuous learning and skill development,,"Effective communication, collaboration, leadership",,eyJqb2JfdGl0bGUiOiJTZW5pb3IgU29mdHdhcmUgRW5naW5lZXIgLSBNYWNoaW5lIExlYXJuaW5nIiwiY29tcGFueV9uYW1lIjoiRklTIEdsb2JhbCIsImFkZHJlc3NfY2l0eSI6IlNlYXR0bGUsIFdBIiwiaHRpZG9jaWQiOiJlbHFjWERiUHFNY2lNN2M0QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=,
Machine Learning/AI Engineer,"Keysight Technologies, Inc.",Technology,"Santa Rosa, CA (+1 other)",Full-time,"MIN $115,000 - MAX $181,000 (California)",3-5 Years of industrial experience,PHD/MTech in the area of AI/ML,"Python, C++, TensorFlow, PyTorch, scikit-learn, SQL, pandas, Git","['Design and develop machine learning systems tailored for EDA applications', 'Implement appropriate ML algorithms and techniques', 'Process and analyze large volumes of data to create predictive models', 'Collaborate with software developers to integrate AI/ML features into EDA tools', 'Establish MLOps pipelines for model deployment, monitoring, and maintenance', 'Conduct rigorous testing and quality assurance of AI/ML versions', 'Continuously monitor and update models to optimize performance', 'Stay informed about the latest developments in AI/ML and their applicability to EDA']",3-5 Years,"['Health insurance', 'Dental insurance', 'Paid time off', 'Keysight Results Bonus Program', 'Medical, dental and vision', 'Health Savings Account', '401(k) Plan', 'Flexible Time Off, Paid Holidays', 'Paid Family Leave', 'Discounts, Perks', 'Tuition Reimbursement', 'Adoption Assistance', 'ESPP (Employee Stock Purchase Plan)']",,,1200,,,,Keysight Careers,"Diversity, equity & inclusion are integral parts of our culture and drivers of innovation at Keysight.",,,,,,,,,"Excellent problem-solving skills, analytical thinking, strong communication, and interpersonal skills",,eyJqb2JfdGl0bGUiOiJNYWNoaW5lIExlYXJuaW5nL0FJIEVuZ2luZWVyIiwiY29tcGFueV9uYW1lIjoiS2V5c2lnaHQgVGVjaG5vbG9naWVzLCBJbmMuIiwiYWRkcmVzc19jaXR5IjoiU2FudGEgUm9zYSwgQ0EiLCJodGlkb2NpZCI6ImJtTnM2cEdibTVSVFR5NUpBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,
